"name","yrnom","posit","recess","success","id","analu","seatid","spaethid","zukid","birdate","biryear","birthcit","birthst","childcit","childst","childsur","famses","famjud","nomrelig","natorig","race","gender","mothname","fathname","fathoccu","fathpol","fathpoln","undsch","undsta","unddat","undschn","gradsch","gradsta","graddat","gradschn","lawsch","lawsta","lawdat","lawschn","read","readst","readyr","readn","marryn","spouse","marryr","child","militbr","milityr1","milityr2","militran","militwar","clerkj","clerkyr1","clerkyr2","barst1","baryr1","barst2","baryr2","barst3","baryr3","privtyp1","privst1","privyrf1","privyrl1","privtyp2","privst2","privyrf2","privyrl2","schname1","schrank1","schyrf1","schyrl1","schname2","schrank2","schyrf2","schyrl2","schn","schcon","sttrist","sttriyr1","sttriyr2","stapst","stapyr1","stapyr2","stsupst","stsupyr1","stsupyr2","feddist","feddi","feddiyr1","feddiyr2","fedca","fedcayr1","fedcayr2","usasat","usasat1","usasat2","usat","usat1","usat2","ussgo1","ussgo2","ussg1","ussg2","usago1","usago2","usag1","usag2","uscab","uscab1","uscab2","ussec","ussec1","ussec2","usage","usage1","usage2","usagh","usagh1","usagh2","uspres1","uspres2","ushr1","ushryrf1","ushryrl1","ushr2","ushryrf2","ushryrl2","ussn1","ussnyrf1","ussnyrl1","ussn2","ussnyrf2","ussnyrl2","conconv","concong","concong1","concong2","artcon","artcon1","artcon2","artconsp","citat","citat1","citat2","cdep","cdep1","cdep2","cdis","cdis1","cdis2","saag","saag1","saag2","stag","stag1","stag2","ltgov","ltgov1","ltgov2","gov","gov1","gov2","stcab","stcab1","stcab2","mayor","mayor1","mayor2","stsenate","stsen1","stsen2","sthouse","sthse1","sthse2","ctycl","ctycl1","ctycl2","commsn","commsn1","commsn2","datenom","datesen","judnom","usjnom","stjnom","prsznom","prstnom","prposnom","prschnom","govatnom","uslenom","uslesnom","stlenom","stlesnom","stexpnom","stexsnom","usexnom","yrposnom","agenom","stnom","parnom","prparnom","prdssr","presname","prespart","nompres","socpres","econpres","congress","senparty","nomsen","ideo","mednmq1","medmq1","mednmq2","medmq2","qual","abarate","abavote","heardate","heardays","comdvote","comvote","intpro","intanti","sendate","senact","sensupp","senopp","serve","withdraw","dateserb","npart","nops","judgment","ndis","nconr","ncons","percrim","ncrim","percr","ncr","perfir","nfir","perunn","nunn","perecon","necon","perfed","nfed","perftax","nftax","datesere","agedep","reasdep","postdep","scssr","deathd","deathcit","deathst","deathag"
"Gray, Horace",1881,1,0,1,86,1,"03.11",48,"888","03/24/1828",1828,176,21,176,21,5,5,1,14,4,0,0,"Upham, Harriet","Gray, Horace",6,888,888,47,2,1845,1,888,888,888,888,47,2,1849,1,"Lowell, John",21,1851,1,1,"Matthews, Jane",1889,0,888,888,888,888,888,888,888,888,21,1851,888,888,888,888,1,21,1851,1864,777,777,777,777,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,21,1864,1881,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"12/19/1881","12/19/1881",6,888,21,888,888,888,888,888,888,888,888,888,888,888,888,17,53,21,6,4,"Clifford, Nathan",21,6,0.109999999403954,888,888,47,8,0.171000003814697,888,888,888,888,888,888,888,888,"666. NO RECORD OF HEARING",666,"12/20/1881",2,888,888,"12/20/1881",2,51,5,1,"888. NOMINATION NOT WITHDRAWN","01/09/1882",5053,442,1,17,1,3,0.362745106220245,306,0.542955279350281,291,0.1875,16,0,1,0.660556674003601,1473,0.517647087574005,85,0.538793087005615,232,"09/15/1902",74,3,777,"Holmes, Oliver Wendall, Jr","09/15/1902",185,21,74
"Conkling, Roscoe",1882,1,0,0,87,1,"02.17",888,"888","10/30/1829",1829,268,32,268,32,4,5,1,6,8,0,0,"Conkburn, Eilza","Conkling, Alfred",20,4,4,888,888,888,888,888,888,888,888,888,888,888,888,"Kernan, Francis",32,1849,2,1,"Seymour, Julia",1855,1,888,888,888,888,888,888,888,888,32,1850,888,888,888,888,3,32,1850,1858,1,32,1881,1882,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,32,1859,1863,32,1867,1865,32,1867,1881,777,777,777,0,888,888,888,888,888,888,888,888,888,888,888,888,888,32,1850,1850,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,289,1858,1859,888,888,888,888,888,888,888,888,888,888,888,888,"02/24/1882","02/24/1882",888,888,888,1,32,888,888,888,888,888,888,888,888,888,888,2,52,32,6,7,"Hunt, Ward",21,6,0.109999999403954,888,888,47,8,0.171000003814697,888,888,888,888,888,888,888,888,"666. NO RECORD OF HEARING",666,"03/02/1882",2,888,888,"03/02/1882",2,39,12,2,"888. NOMINATION NOT WITHDRAWN","888. NOT CONFIRMED OR DIDN'T SERVE",88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE",888,888,888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE","04/18/1888",282,32,58
"Blatchford, Samuel",1882,1,0,1,88,1,"02.18",49,"02.01.03","03/09/1820",1820,282,32,282,32,5,5,0,6,4,0,0,"Mumford, Julia Ann","Blatchford, Richard",20,11,1,24,2,1837,1,888,888,888,888,888,888,888,888,"Seward, William H.",32,1841,1,1,"Appleton, Caroline",1844,2,888,888,888,888,888,888,888,888,32,1842,888,888,888,888,3,32,1842,1845,4,32,1854,1867,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,32,5,1867,1872,14,1872,1882,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"03/13/1882","03/13/1882",4,21,888,888,888,888,888,888,888,888,888,888,888,888,888,10,62,32,6,888,"Hunt, Ward",21,6,0.109999999403954,888,888,47,8,0.171000003814697,888,888,888,888,888,888,888,888,"666. NO RECORD OF HEARING",666,"03/22/1882",2,888,888,"03/22/1882",1,666,666,1,"888. NOMINATION NOT WITHDRAWN","04/03/1882",3046,425,0,2,0,0,0.385245889425278,122,0.535135090351105,185,0.333333313465118,6,0,1,0.650485396385193,824,0.568181812763214,44,0.514492809772491,138,"07/07/1893",73,3,777,"White, Edward Douglass","07/07/1893",339,39,73
"Lamar, Lucius Quintus Cincinnatus",1887,1,0,1,89,1,"04.13",50,"888","09/17/1825",1825,65,10,65,10,6,5,1,9,11,0,0,"Bird, Sarah","Lamar, Lucius Q. C.",28,10,1,39,2,1845,1,888,888,888,888,888,888,888,888,"Chappel, Absalom",10,1847,1,2,"Holt, Henrietta Dean",1887,4,4,1861,1865,7,3,888,888,888,10,1847,888,888,888,888,3,10,1846,1846,3,24,1866,1872,73,7,1867,1870,777,777,777,777,1,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,10,1885,1888,888,888,888,888,888,888,888,888,24,1857,1860,24,1873,1877,24,1877,1885,777,777,777,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,10,1853,1853,888,888,888,888,888,888,"12/06/1887","12/12/1887",888,888,888,888,888,888,888,888,888,888,888,888,888,888,9,3,62,24,1,888,"Woods, William Burnham",22,1,888,888,888,50,6,0.170000001788139,888,888,888,888,888,888,888,888,"666. NO RECORD OF HEARING",666,"01/10/1888",3,888,888,"01/16/1888",2,32,28,1,"888. NOMINATION NOT WITHDRAWN","01/18/1888",1271,101,0,2,0,1,0.327586203813553,58,0.474359005689621,78,0.75,4,77777,0,0.685975611209869,328,0.560000002384186,25,0.543859601020813,57,"01/23/1893",67,3,777,"Jackson, Howell Edmunds","01/23/1893",71,10,67
"Fuller, Melville Weston",1888,0,0,1,90,1,"01.13",51,"888","02/11/1833",1833,147,19,147,19,4,5,1,6,4,0,0,"Weston, Catherine","Fuller, Frederick A.",20,12,1,9,2,1853,1,888,888,888,888,47,1,1855,1,"Unspecified family members",19,1854,2,2,"Coolbaugh, Mary E.",1866,8,888,888,888,888,888,888,888,888,19,1855,13,1856,888,888,1,19,1855,1855,1,13,1881,1888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,147,1856,1856,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,13,1863,1864,147,1856,1856,10,1861,1861,"04/30/1888","05/02/1888",888,888,888,1,13,888,888,888,888,888,888,888,888,888,888,33,55,13,1,888,"Waite, Morrison Remick",22,1,888,888,888,50,6,0.170000001788139,888,888,888,888,888,888,888,888,"666. NO RECORD OF HEARING",666,"07/02/1888",4,888,888,"07/20/1888",2,41,20,1,"888. NOMINATION NOT WITHDRAWN","10/08/1888",4819,844,4,34,1,1,0.310344785451889,348,0.491408914327621,291,0.349999994039536,20,0.5,4,0.642105281352997,1520,0.478723406791687,94,0.597883582115173,189,"07/04/1910",77,3,777,"White, Edward Douglass","07/04/1910",149,19,77
"Brewer, David Josiah",1889,1,0,1,91,1,"07.08",52,"08.01.03","06/20/1837",1837,500,52,46,7,3,4,1,3,4,0,0,"Field, Emilia","Brewer, Josiah",10,888,888,117,2,1856,2,888,888,888,888,2,2,1858,1,"Field, David Dudley",32,1857,1,2,"Mott, Emma Miner",1901,4,888,888,888,888,888,888,888,888,32,1858,16,1859,888,888,3,16,1859,1861,3,16,1862,1863,888,888,888,888,888,888,888,888,888,888,16,1863,1869,888,888,888,16,1870,1884,888,888,888,888,17,1884,1890,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,16,1869,1870,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"12/04/1889","12/04/1889",4,19,888,888,888,888,888,888,888,888,888,888,888,888,888,5,52,16,6,888,"Matthews, Stanley",23,6,0.270000010728836,888,888,51,6,0.209000006318092,888,888,888,888,888,888,888,888,"666. NO RECORD OF HEARING",666,"12/16/1889",2,888,888,"12/18/1889",2,53,11,1,"888. NOMINATION NOT WITHDRAWN","01/06/1890",4416,535,4,63,11,3,0.26234570145607,324,0.525096476078033,259,0.263157904148102,19,0.5,4,0.60128390789032,1402,0.46153849363327,91,0.600000023841858,170,"03/28/1910",72,3,777,"Hughes, Charles Evans","03/28/1910",55,51,72
"Brown, Henry Billings",1890,1,0,1,92,1,"05.09",53,"888","03/02/1836",1836,191,21,191,21,3,4,0,3,4,0,0,"Tyler, Mary","Brown, Billings",24,888,888,117,2,1856,1,888,888,888,888,47,1,1859,2,"Unspecified local attorneys",22,1860,2,2,"Tyler, Josephine",1904,0,888,888,888,888,888,888,888,888,22,1860,888,888,888,888,3,22,1860,1861,3,22,1868,1875,69,6,1860,1875,777,777,777,777,1,0,22,1868,1868,888,888,888,888,888,888,22,3,1875,1890,888,888,888,3,1863,1868,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"12/23/1890","12/23/1890",5,15,888,888,888,888,888,888,888,888,888,888,888,888,888,15,54,22,6,888,"Miller, Samuel Freeman",23,6,0.270000010728836,888,888,51,6,0.209000006318092,888,888,888,888,888,888,888,888,"666. NO RECORD OF HEARING",666,"12/29/1890",2,888,888,"12/29/1890",1,666,666,1,"888. NOMINATION NOT WITHDRAWN","01/05/1891",3500,446,5,46,3,6,0.28571429848671,259,0.487562209367752,201,0.181818202137947,11,1,2,0.61566162109375,1111,0.50684928894043,73,0.600000023841858,150,"05/28/1906",70,2,777,"Moody, William Henry","09/04/1913",271,32,77
"Shiras, George, Jr.",1892,1,0,1,93,1,"06.08",54,"888","01/26/1832",1832,327,38,999,38,1,5,1,10,19,0,0,"Herron, Eliza","Shiras, George",5,888,888,117,2,1853,2,888,888,888,888,117,1,1854,1,"Hepburn, Hopewell",38,1855,1,1,"Kennedy, Lillie E.",1857,2,888,888,888,888,888,888,888,888,38,1855,888,888,888,888,3,15,1855,1858,1,38,1862,1892,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"07/19/1892","07/19/1892",888,888,888,1,38,888,888,888,888,888,888,888,888,888,888,37,60,38,6,888,"Bradley, Joseph P.",23,6,0.270000010728836,888,888,52,6,0.125499993562698,888,888,888,888,888,888,888,888,"666. NO RECORD OF HEARING",666,"07/25/1892",4,888,888,"07/26/1892",1,666,666,1,"888. NOMINATION NOT WITHDRAWN","10/10/1892",2368,249,2,17,2,0,0.340101510286331,197,0.519999980926514,125,0.300000011920929,10,77777,0,0.638410627841949,755,0.468085110187531,47,0.581818222999573,110,"02/23/1903",71,9,777,"Day, William Rufus","08/02/1924",327,38,92
"Jackson, Howell Edmunds",1893,1,0,1,94,1,"04.14",55,"06.01.03","04/08/1832",1832,365,42,361,42,3,3,0,1,19,0,0,"Hurt, Mary","Jackson, Alexander",26,888,888,104,2,1852,2,888,888,888,888,26,2,1856,1,"Brown, Milton",42,1854,2,2,"Harding, Mary E.",1874,7,888,888,888,888,888,888,888,888,42,1856,888,888,888,888,1,42,1856,1857,3,42,1874,1880,87,7,1875,1880,777,777,777,777,1,0,42,1875,1879,888,888,888,888,888,888,888,888,888,888,16,1886,1893,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,42,1881,1886,777,777,777,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,42,1880,1880,888,888,888,888,888,888,"02/02/1893","02/02/1893",3,7,888,888,888,888,888,888,888,888,888,888,888,888,888,7,60,42,1,7,"Lamar, Lucius Quintus Cincinnatus",23,6,0.270000010728836,888,888,52,6,0.125499993562698,888,888,888,888,888,888,888,888,"666. NO RECORD OF HEARING",666,"02/13/1893",2,888,888,"02/18/1893",1,666,666,1,"888. NOMINATION NOT WITHDRAWN","03/04/1893",415,47,0,4,0,0,0.451612889766693,31,0.600000023841858,20,0.5,2,77777,0,0.623931586742401,117,0.428571403026581,7,0.600000023841858,25,"08/08/1895",63,3,777,"Peckham, Rufus Wheeler","08/08/1895",366,42,63
"Hornblower, William B.",1893,1,0,0,95,1,"02.19",888,"888","05/13/1851",1851,257,30,257,30,4,5,1,10,4,0,0,"Butler, Matilda","Hornblower, William Henry",29,888,888,85,2,1871,1,888,888,888,888,24,2,1875,1,"888. NOMINEE DID NOT READ LAW",888,888,888,2,"Nelson, Emily",1894,3,888,888,888,888,888,888,888,888,32,1875,888,888,888,888,4,32,1875,1888,4,32,1888,1893,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,3,1890,1890,"09/19/1893","09/19/1893",888,888,888,4,32,888,888,888,888,888,888,888,888,888,888,18,42,32,1,888,"Blatchford, Samuel",24,1,-0.358999997377396,888,888,53,1,-0.248999997973442,888,888,888,888,888,888,888,888,"666. NO RECORD OF HEARING",666,"10/25/1893",666,888,888,"888. NO RECORD OF ACTION",888,888,888,3,"888. NOMINATION NOT WITHDRAWN","888. NOT CONFIRMED OR DIDN'T SERVE",88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE",888,888,888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE","06/16/1914",41,7,63
"Hornblower, William B.",1893,1,0,0,96,2,"02.20",888,"888","05/13/1851",1851,257,30,257,30,4,5,1,10,4,0,0,"Butler, Matilda","Hornblower, William Henry",29,888,888,85,2,1871,1,888,888,888,888,24,2,1875,1,"888. NOMINEE DID NOT READ LAW",888,888,888,2,"Nelson, Emily",1894,3,888,888,888,888,888,888,888,888,32,1875,888,888,888,888,4,32,1875,1888,4,32,1888,1893,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,3,1890,1890,"12/06/1893","12/06/1893",888,888,888,4,32,888,888,888,888,888,888,888,888,888,888,18,42,32,1,888,"Blatchford, Samuel",24,1,-0.358999997377396,888,888,53,1,-0.248999997973442,888,888,888,888,888,888,888,888,"666. NO RECORD OF HEARING",666,"01/08/1894",3,888,888,"01/15/1894",4,24,30,3,"888. NOMINATION NOT WITHDRAWN","888. NOT CONFIRMED OR DIDN'T SERVE",88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE",888,888,888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE","06/16/1914",41,7,63
"Peckham, Wheeler H.",1894,1,0,0,97,1,"02.21",888,"888","01/01/1833",1833,268,32,268,32,4,5,1,6,4,0,0,"Lacey, Isabella","Peckham, Rufus Wheeler",20,10,3,101,1,1852,1,888,888,888,888,2,1,1853,1,"Peckham, Rufus",32,1854,1,1,"Keasbey, Anne A.",1855,999,888,888,888,888,888,888,888,888,32,1854,888,888,888,888,4,32,1854,1856,4,32,1864,1894,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,32,1884,1884,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"01/22/1894","01/22/1894",888,888,888,4,32,888,888,888,888,888,888,888,888,888,888,30,61,32,1,888,"Blatchford, Samuel",24,1,-0.358999997377396,888,888,53,1,-0.248999997973442,888,888,888,888,888,888,888,888,"666. NO RECORD OF HEARING",666,"02/12/1894",4,888,888,"02/16/1894",4,32,41,3,"888. NOMINATION NOT WITHDRAWN","888. NOT CONFIRMED OR DIDN'T SERVE",88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE",888,888,888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE","09/27/1905",282,32,72
"White, Edward Douglass",1894,1,0,1,98,1,"02.22",56,"888","11/03/1845",1845,137,18,137,18,6,5,1,13,15,0,0,"Ringgold, Catherine","White, Edward",28,10,3,46,1,1861,2,888,888,888,888,96,1,1868,1,"Bermudez, Edward",18,1868,1,1,"Kent, Virginia Montgomery",1894,0,4,1861,1865,8,3,888,888,888,18,1868,888,888,888,888,1,18,1868,1878,1,18,1880,1890,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,18,1878,1880,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,18,1891,1894,777,777,777,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,18,1874,1879,888,888,888,888,888,888,888,888,888,"02/19/1894","02/19/1894",888,888,888,888,888,888,888,888,2,18,888,888,888,888,888,3,48,18,1,888,"Blatchford, Samuel",24,1,-0.358999997377396,888,888,53,1,-0.248999997973442,888,888,888,888,888,888,888,888,"888. NO REFERRAL",888,"888. NO REFERRAL",888,888,888,"02/19/1894",1,666,666,1,"888. NOMINATION NOT WITHDRAWN","03/12/1894",3347,375,0,51,6,3,0.29078009724617,282,0.487684696912766,203,0.230769202113152,13,0.333333313465118,3,0.583187401294708,1142,0.444444388151169,72,0.655737698078156,122,"12/18/1910",65,5,8,"Van Devanter, Willis","05/19/1921",55,51,75
"Peckham, Rufus Wheeler",1895,1,0,1,99,1,"04.15",57,"888","11/08/1838",1838,268,32,268,32,4,5,1,6,4,0,0,"Lacey, Isabella","Peckham, Rufus Wheeler",20,10,3,888,888,888,888,888,888,888,888,888,888,888,888,"Peckham, Rufus",32,1859,1,1,"Arnold, Harriette M.",1866,2,888,888,888,888,888,888,888,888,32,1859,888,888,888,888,4,32,1859,1869,4,32,1872,1881,888,888,888,888,888,888,888,888,888,888,32,1883,1886,888,888,888,32,1886,1895,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,268,1881,1883,888,888,888,32,1869,1872,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"12/03/1895","12/03/1895",6,888,32,888,888,888,888,888,888,888,888,888,888,888,888,9,57,32,1,888,"Jackson, Howell Edmunds",24,1,-0.358999997377396,888,888,54,6,0.0810000002384186,888,888,888,888,888,888,888,888,"666. NO RECORD OF HEARING",666,"12/09/1895",2,888,888,"12/09/1895",1,666,666,1,"888. NOMINATION NOT WITHDRAWN","01/06/1896",2678,309,3,10,3,1,0.315789490938187,190,0.506024122238159,166,0.272727310657501,11,0.5,4,0.587859392166138,939,0.403225809335709,62,0.523255825042725,86,"10/24/1909",70,3,777,"Lurton, Horace Harmon","10/24/1909",269,32,70
"McKenna, Joseph",1897,1,0,1,100,1,"10.02",58,"09.01.02","08/10/1843",1843,326,38,326,38,5,2,0,13,15,0,0,"Johnson, May Ann","McKenna, John",1,888,888,6,2,1865,1,888,888,888,888,24,1,1897,1,"Self taught",5,1865,777,1,"Bornemann, Amanda F.",1869,4,888,888,888,888,888,888,888,888,5,1865,888,888,888,888,3,5,1865,1866,1,5,1870,1885,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,9,1892,1897,888,888,888,888,888,888,888,888,888,888,777,777,1897,1897,888,888,888,888,888,888,888,888,888,888,888,888,888,888,5,1885,1892,777,777,777,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,5,1866,1870,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,5,1875,1876,888,888,888,888,888,888,"12/16/1897","12/16/1897",888,888,888,888,888,888,888,3,888,888,888,888,888,888,888,1,54,5,6,1,"Field, Stephen Johnson",25,6,0.233999997377396,888,888,55,6,0.184000000357628,888,888,888,888,888,888,888,888,"666. NO RECORD OF HEARING",666,"01/13/1898",2,888,888,"01/21/1898",1,666,666,1,"888. NOMINATION NOT WITHDRAWN","01/26/1898",5527,646,0,52,8,6,0.263013690710068,365,0.442890405654907,429,0.224999994039536,40,0.722222208976746,36,0.618090510368347,2189,0.627586185932159,145,0.620689690113068,203,"01/05/1925",81,1,777,"Stone, Harlan Fiske","11/21/1926",55,51,83
"Holmes, Oliver Wendell, Jr",1902,1,1,888,101,1,"03.12",59,"888","03/08/1841",1841,176,21,176,21,5,5,1,14,4,0,0,"Jackson, Amelia Lee","Holmes, Oliver W.",30,888,888,47,2,1861,1,888,888,888,888,47,2,1866,1,"888. NOMINEE DID NOT READ LAW",888,888,888,1,"Dixwell, Fanny Bowdich",1872,0,16,1861,1864,2,3,888,888,888,21,1867,888,888,888,888,4,21,1867,1871,4,21,1873,1882,47,5,1870,1871,47,7,1882,1882,2,1,888,888,888,888,888,888,21,1882,1902,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"08/11/1902","RECESS APPT",6,888,21,888,888,888,888,888,888,888,888,888,888,888,888,20,61,21,6,888,"Gray, Horace",26,6,0.405000001192093,888,888,57,6,0.302500009536743,888,888,888,888,888,777,777,777,"777. RECESS APPOINTMENT",777,"777. RECESS APPOINTMENT",777,777,777,"777. RECESS APPT",777,777,777,777,"777. RECESS APPOINTMENT","999. UNCLEAR",5828,880,1,82,10,12,0.289537698030472,411,0.43624159693718,447,0.400000005960464,50,0.688888907432556,45,0.622418880462646,2373,0.603550314903259,169,0.632786929607391,305,"12/08/1902",61,13,9,"666. RECESS APPOINTEE REPLACED HIMSELF","03/06/1935",55,51,93
